organization,country
Universidad de Salamanca,Spain
Universidad de San Andrés,Argentina
Universidad de San Buenaventura,Colombia
Universidad de San Carlos de Guatemala,Guatemala
Universidad de San Isidro,Argentina
Universidad de San José,Costa Rica
Universidad de San Martín de Porres,Peru
Universidad de San Miguel A.C.,Mexico
Universidad de San Pablo-T,Argentina
Universidad de San Pedro Sula,Honduras
Universidad de Sancti Spíritus José Martí Pérez,Cuba
Universidad de Santander,Colombia
Universidad de Santiago de Chile,Chile
Universidad de Santiago de Compostela,Spain
Universidad de Sevilla,Spain
Universidad de Sonora,Mexico
Universidad de Sonsonate,El Salvador
Universidad de Sotavento A.C.,Mexico
Universidad de Sta. Isabel,Philippines
Universidad de Sucre,Colombia
Universidad de Talca,Chile
Universidad de Tarapacá,Chile
Universidad de Tecnología y Comercio,Nicaragua
Universidad de Tijuana,Mexico
Universidad de Valencia,Spain
Universidad de Valladolid,Spain
Universidad de Valparaíso,Chile
Universidad de Vich - Universidad Central de Cataluña,Spain
Universidad de Viña del Mar,Chile
Universidad de Xalapa A.C.,Mexico
Universidad de Zamboanga,Philippines
Universidad de Zaragoza,Spain
Universidad del Aconcagua,Argentina
Universidad del Alica,Mexico
Universidad del Altiplano,Mexico
Universidad del Arte Ganexa,Panama
Universidad del Atlántico,Colombia
Universidad del Atlántico Medio,Spain
Universidad del Azuay,Ecuador
Universidad del Bío-Bío,Chile
Universidad del Caribe,Dominican Republic
"Universidad del Caribe, Mexico",Mexico
Universidad del Cauca,Colombia
Universidad del CEMA,Argentina
Universidad del Centro de México,Mexico
Universidad del Centro del Bajío,Mexico
Universidad del Centro Educativo Latinoamericano,Argentina
Universidad del Cine,Argentina
Universidad del Claustro de Sor Juana,Mexico
Universidad del Cono Sur de las Américas,Paraguay
Universidad del Desarrollo,Chile
Universidad del Desarrollo Empresarial y Pedagógico,Mexico
Universidad del Distrito Federal S.C.,Mexico
Universidad del Este,Argentina
Universidad del Golfo,Mexico
Universidad del Golfo de México Norte,Mexico
Universidad del Gran Rosario,Argentina
Universidad del Istmo,Panama
"Universidad del Istmo, Guatemala",Guatemala
"Universidad del Istmo, Oaxaca",Mexico
Universidad del Magdalena,Colombia
Universidad del Mar,Mexico
Universidad del Museo Social Argentino,Argentina
Universidad del Noreste A.C.,Mexico
Universidad del Norte,Colombia
Universidad del Norte A.C.,Mexico
Universidad del Norte de Nicaragua,Nicaragua
Universidad del Norte Santo Tomás de Aquino,Argentina
"Universidad del Norte, Paraguay",Paraguay
Universidad del Pacifico,Peru
Universidad del Pacífico de Chiapas,Mexico
"Universidad del Pacifico, Colombia",Colombia
"Universidad del Pacifico, Ecuador",Ecuador
"Universidad del Pacifico, Paraguay",Paraguay
Universidad del País Vasco,Spain
Universidad del Papaloapan,Mexico
Universidad del Pedregal,Mexico
Universidad del Quindío,Colombia
Universidad del Rosario,Colombia
Universidad del Sagrado Corazon,Puerto Rico
Universidad del Salvador,Argentina
Universidad del Sinú,Colombia
Universidad del Sol,Paraguay
Universidad del Tepeyac,Mexico
Universidad del Tolima,Colombia
Universidad del Turismo,Costa Rica
Universidad del Valle,Colombia
Universidad del Valle de Atemajac A.C.,Mexico
Universidad del Valle de Cuernavaca,Mexico
Universidad del Valle de Guadiana,Mexico
Universidad del Valle de Guatemala,Guatemala
Universidad del Valle de Matatipac S.C.,Mexico
Universidad del Valle de México A.C.,Mexico
Universidad del Valle de Orizaba,Mexico
Universidad del Valle de Puebla S.C.,Mexico
Universidad del Valle de Tlaxcala,Mexico
Universidad del Valle de Toluca,Mexico
"Universidad del Valle, Nicaragua",Nicaragua
Universidad del Zulia,Venezuela
Universidad Deportiva del Sur,Venezuela
Universidad Diego Portales,Chile
Universidad Distrital Francisco José de Caldas,Colombia
Universidad Dominicana O&M,Dominican Republic
Universidad Domínico-Americana,Dominican Republic
Universidad Don Bosco,El Salvador
Universidad Don Vasco A.C.,Mexico
Universidad Dorados,Mexico
Universidad Dr. Andrés Bello,El Salvador
Universidad Dr. José Gregorio Hernández,Venezuela
Universidad Dr. Jose Matias Delgado,El Salvador
Universidad Dr. Rafael Belloso Chacín,Venezuela
Universidad EAFIT,Colombia
Universidad EAN,Colombia
Universidad EARTH,Costa Rica
Universidad ECCI,Colombia
Universidad Ecotec,Ecuador
Universidad El Bosque,Colombia
Universidad Empresarial de Costa Rica,Costa Rica
Universidad Empresarial Siglo 21,Argentina
Universidad ESAN,Peru
Universidad Escuela Libre de Derecho,Costa Rica
Universidad España,Mexico
Universidad Especializada de Las Americas,Panama
Universidad Especializada del Contador Público de Panamá,Panama
Universidad Estatal Amazonica,Ecuador
Universidad Estatal de Bolívar,Ecuador
Universidad Estatal de Milagro,Ecuador
Universidad Estatal de Sonora,Mexico
Universidad Estatal del Sur de Manabi,Ecuador
Universidad Estatal del Valle de Ecatepec,Mexico
Universidad Estatal Península de Santa Elena,Ecuador
Universidad ETAC,Mexico
Universidad Eugenio María de Hostos,Dominican Republic
Universidad Europea de Madrid,Spain
Universidad Europea del Atlántico,Spain
Universidad Europea Miguel de Cervantes,Spain
Universidad Evangélica Boliviana,Bolivia
Universidad Evangélica de El Salvador,El Salvador
Universidad Evangélica de las Américas,Costa Rica
Universidad Evangélica del Paraguay,Paraguay
Universidad Evangélica Nicaragüense Martin Luther King,Nicaragua
Universidad Experimental Felix Adam,Dominican Republic
Universidad Externado de Colombia,Colombia
Universidad FASTA,Argentina
Universidad Favaloro,Argentina
Universidad Federada San Judas Tadeo,Costa Rica
Universidad Federico Henriquez y Carvajal,Dominican Republic
Universidad Femenina del Sagrado Corazón,Peru
Universidad Fermín Toro,Venezuela
Universidad Fernando Pessoa Canarias,Spain
Universidad Fidélitas,Costa Rica
Universidad Finis Terrae,Chile
Universidad Francisco de Paula Santander,Colombia
Universidad Francisco de Vitoria,Spain
Universidad Francisco Gavidia,El Salvador
Universidad Francisco Marroquín,Guatemala
Universidad Franco-Mexicana S.C.,Mexico
Universidad Fray Luca Paccioli,Mexico
Universidad Fundepos Alma Mater,Costa Rica
Universidad Gabriela Mistral,Chile
Universidad Galileo,Guatemala
Universidad Gastón Dachary,Argentina
Universidad Global del Cusco,Peru
Universidad Hebraica,Mexico
Universidad Hipócrates,Mexico
Universidad Hispana,Mexico
Universidad Hispanoamericana,Costa Rica
Universidad Hispanoamericana Justo Sierra,Mexico
"Universidad Hispanoamericana, Nicaragua",Nicaragua
Universidad Iberoamericana,Dominican Republic
Universidad Iberoamericana A.C.,Mexico
Universidad Iberoamericana de Ciencia y Tecnologia,Nicaragua
Universidad Iberoamericana de Ciencias y Tecnología,Chile
Universidad Iberoamericana del Ecuador,Ecuador
Universidad Iberoamericana del Paraguay,Paraguay
Universidad ICEL,Mexico
Universidad ICESI,Colombia
Universidad Inca Garcilaso de la Vega,Peru
Universidad INCCA de Colombia,Colombia
Universidad INCE,Dominican Republic
Universidad Independiente de Costa Rica,Costa Rica
Universidad Industrial de Santander,Colombia
Universidad Insurgentes S.C.,Mexico
Universidad Interamericana A.C.,Mexico
Universidad Interamericana de Panamá,Panama
Universidad Interamericana de Puerto Rico,Puerto Rico
Universidad Interamericana del Norte y Tecnológico Sierra Madre,Mexico
Universidad Interamericana para el Desarrollo,Mexico
"Universidad Interamericana para el Desarrollo, Peru",Peru
Universidad Intercontinental,Mexico
Universidad Internacional,Mexico
Universidad Internacional Antonio de Valdivieso,Nicaragua
Universidad Internacional de Andalucía,Spain
Universidad Internacional de Cataluña,Spain
Universidad Internacional de Integración de América Latina,Nicaragua
Universidad Internacional de La Paz,Mexico
Universidad Internacional de las Américas,Costa Rica
Universidad Internacional del Ecuador,Ecuador
Universidad Internacional Menéndez Pelayo,Spain
Universidad Internacional para el Desarrollo Sostenible,Nicaragua
Universidad Internacional San Isidro Labrador,Costa Rica
Universidad Internacional SEK,Ecuador
Universidad InterNaciones,Guatemala
Universidad Interserrana del Estado de Puebla Ahuacatlán,Mexico
Universidad Interserrana del Estado de Puebla-Chilchotla,Mexico
Universidad Invenio,Costa Rica
Universidad ISA,Dominican Republic
Universidad Isaac Newton,Costa Rica
Universidad ISALUD,Argentina
Universidad Isidro Fabela de Toluca S.C.,Mexico
Universidad Israel,Ecuador
Universidad Jaime Bausate y Meza,Peru
Universidad Jaime I,Spain
Universidad Jean Jacques Rousseau,Nicaragua
Universidad José Antonio Páez,Venezuela
Universidad José Carlos Mariátegui,Peru
Universidad José Cecilio del Valle,Honduras
Universidad José María Vargas,Venezuela
Universidad José Vasconcelos de Oaxaca S.C.,Mexico
Universidad Juan Agustín Maza,Argentina
Universidad Juan Pablo II,Costa Rica
Universidad Juárez Autónoma de Tabasco,Mexico
Universidad Juárez del Estado de Durango,Mexico
Universidad Justo Sierra A.C.,Mexico
Universidad Kino A.C.,Mexico
Universidad La Concordia,Mexico
Universidad La Gran Colombia,Colombia
Universidad La República,Chile
Universidad La Salle,Mexico
Universidad La Salle Benavente A.C.,Mexico
Universidad La Salle Cancún A.C.,Mexico
Universidad La Salle Chihuahua A.C.,Mexico
Universidad La Salle Cuernavaca,Mexico
Universidad La Salle Laguna,Mexico
Universidad La Salle Morelia A.C.,Mexico
Universidad La Salle Noroeste A.C.,Mexico
Universidad La Salle Pachuca A.C.,Mexico
Universidad La Salle Saltillo,Mexico
Universidad La Salle Victoria,Mexico
"Universidad La Salle, Bolivia",Bolivia
"Universidad La Salle, Peru",Peru
Universidad Laica Eloy Alfaro de Manabi,Ecuador
Universidad Laica Vicente Rocafuerte de Guayaquil,Ecuador
Universidad Lasallista Benavente S.C.,Mexico
Universidad Latina,Mexico
Universidad Latina de America,Mexico
Universidad Latina de Costa Rica,Costa Rica
Universidad Latina de México S.C.,Mexico
Universidad Latina de Panamá,Panama
Universidad Latinamericana de Comercio Exterior,Panama
Universidad Latinoamericana,Bolivia
Universidad Latinoamericana CIMA,Peru
Universidad Latinoamericana de Ciencia y Tecnologia,Panama
Universidad Latinoamericana de Ciencia y Tecnología,Costa Rica
Universidad Latinoamericana S.C.,Mexico
Universidad Latinoamericana y del Caribe,Venezuela
Universidad Le Cordon Bleu,Peru
Universidad Leonardo Da Vinci,Paraguay
Universidad Libre,Colombia
Universidad Libre de Costa Rica,Costa Rica
Universidad Linda Vista,Mexico
Universidad Los Leones,Chile
Universidad Loyola,Bolivia
Universidad Loyola Andalucía,Spain
Universidad Loyola de America,Mexico
Universidad Loyola del Pacífico A.C.,Mexico
Universidad Lucerna S.C.,Mexico
Universidad Luterana Salvadoreña,El Salvador
Universidad Madero,Mexico
Universidad Magister,Costa Rica
Universidad Maimónides,Argentina
Universidad Manuela Beltrán,Colombia
Universidad Marcelino Champagnat,Peru
Universidad María Auxiliadora,Peru
Universidad Mariana,Colombia
Universidad Mariano Gálvez de Guatemala,Guatemala
Universidad Marista A.C.,Mexico
Universidad Marista de Guadalajara,Mexico
Universidad Marítima del Perú,Peru
Universidad Marítima Internacional de Panamá,Panama
Universidad Martín Lutero,Nicaragua
Universidad Maya,Mexico
Universidad Mayor,Chile
Universidad Mayor de San Andrés,Bolivia
Universidad Mayor de San Simón,Bolivia
Universidad Mesoamericana,Mexico
Universidad Mesoamericana de San Agustín A.C.,Mexico
Universidad Mesoamericana Puebla,Mexico
"Universidad Mesoamericana, Guatemala",Guatemala
Universidad Metodista de Costa Rica,Costa Rica
Universidad Metropolitana,Venezuela
Universidad Metropolitana de Asunción,Paraguay
Universidad Metropolitana de Ciencias de la Educación,Chile
"Universidad Metropolitana de Educacion, Ciencia y Tecnologia",Panama
Universidad Metropolitana de Honduras,Honduras
Universidad Metropolitana de Monterrey,Mexico
Universidad Metropolitana para la Educación y el Trabajo,Argentina
"Universidad Metropolitana, Colombia",Colombia
"Universidad Metropolitana, Ecuador",Ecuador
"Universidad Metropolitana, Nicaragua",Nicaragua
Universidad Mexicana S.C.,Mexico
Universidad México Americana del Norte A.C.,Mexico
Universidad Mexiquense,Mexico
Universidad Mexiquense del Bicentenario,Mexico
Universidad Michoacana de San Nicolás de Hidalgo,Mexico
Universidad Miguel de Cervantes,Chile
Universidad Miguel Hernández de Elche,Spain
Universidad Militar Nueva Granada,Colombia
Universidad Modelo,Mexico
Universidad Monseñor Oscar Arnulfo Romero,El Salvador
Universidad Monteávila,Venezuela
Universidad Motolinia del Pedregal A.C.,Mexico
Universidad Multicultural CUDEC,Mexico
Universidad Mundial,Mexico
Universidad Mundo Maya,Mexico
Universidad Nacional,Costa Rica
Universidad Nacional Agraria,Nicaragua
Universidad Nacional Agraria de la Selva,Peru
Universidad Nacional Agraria La Molina,Peru
Universidad Nacional Amazónica de Madre de Dios,Peru
Universidad Nacional Arturo Jauretche,Argentina
Universidad Nacional Autónoma Altoandina de Tarma,Peru
Universidad Nacional Autónoma de Alto Amazonas,Peru
Universidad Nacional Autónoma de Chota,Peru
Universidad Nacional Autónoma de Honduras,Honduras
Universidad Nacional Autónoma de Huanta,Peru
Universidad Nacional Autónoma de México,Mexico
"Universidad Nacional Autónoma de Nicaragua, León",Nicaragua
"Universidad Nacional Autónoma de Nicaragua, Managua",Nicaragua
Universidad Nacional Autónoma de Tayacaja,Peru
Universidad Nacional Ciro Alegría,Peru
Universidad Nacional Daniel Alcides Carrion,Peru
Universidad Nacional de Asunción,Paraguay
Universidad Nacional de Avellaneda,Argentina
Universidad Nacional de Barranca,Peru
Universidad Nacional de Cajamarca,Peru
Universidad Nacional de Cañete,Peru
Universidad Nacional de Canindeyú,Paraguay
Universidad Nacional de Catamarca,Argentina
Universidad Nacional de Chilecito,Argentina
